timestamp (ISO), user_id, condition, diameter, amount, completion_time (ms), start_pointer_x, start_pointer_y, end_pointer_x, end_pointer_y, error, improvement 
2021-05-07T11:41:21, 3, 1, 75, 20, 1493, 467, 477, 1145, 775, True, False 
2021-05-07T11:41:22, 3, 1, 125, 20, 1667, 1145, 775, 1618, 313, True, False 
2021-05-07T11:41:24, 3, 2, 125, 20, 1445, 1618, 313, 1613, 690, True, False 
2021-05-07T11:41:26, 3, 1, 125, 20, 1833, 1613, 690, 110, 412, True, False 
2021-05-07T11:41:27, 3, 3, 75, 20, 1711, 110, 412, 263, 673, True, False 
2021-05-07T11:41:29, 3, 2, 100, 20, 1584, 263, 673, 490, 455, True, False 
2021-05-07T11:41:29, 3, 2, 125, 20, 66, 490, 455, 490, 455, False, False 
2021-05-07T11:41:31, 3, 2, 75, 20, 2348, 490, 455, 1039, 536, True, False 
2021-05-07T11:41:33, 3, 1, 125, 20, 1236, 1039, 536, 1362, 429, True, False 
2021-05-07T11:41:35, 3, 3, 125, 20, 2182, 1362, 429, 810, 341, True, False 
2021-05-07T11:41:36, 3, 3, 125, 20, 1127, 810, 341, 531, 537, True, False 
2021-05-07T11:41:38, 3, 3, 75, 20, 2149, 531, 537, 983, 433, True, False 
2021-05-07T11:41:40, 3, 3, 75, 20, 1545, 983, 433, 686, 265, True, False 
2021-05-07T11:41:40, 3, 1, 75, 20, 766, 686, 265, 597, 401, True, False 
2021-05-07T11:41:42, 3, 2, 125, 20, 1231, 597, 401, 967, 529, True, False 
