timestamp (ISO); user_id; condition; radius; amount; completion_time (ms); start_pointer_x, start_pointer_y, end_pointer_x, end_pointer_y, error, improvement 
2021-05-07T09:39:31; 2; 1; 50; 20; 1579; 568; 496; 1157; 326; True; False 
2021-05-07T09:39:32; 2; 3; 125; 20; 1176; 1157; 326; 1648; 476; False; False 
2021-05-07T09:39:34; 2; 3; 50; 20; 1533; 1648; 476; 270; 463; False; False 
2021-05-07T09:39:35; 2; 2; 100; 20; 1008; 270; 463; 1302; 357; True; False 
2021-05-07T09:39:37; 2; 3; 50; 20; 1901; 1302; 357; 488; 338; True; False 
2021-05-07T09:39:38; 2; 2; 50; 20; 1480; 488; 338; 1495; 267; True; False 
2021-05-07T09:39:40; 2; 2; 50; 20; 1485; 1495; 267; 1022; 704; True; False 
2021-05-07T09:39:41; 2; 1; 100; 20; 1044; 1022; 704; 424; 404; True; False 
2021-05-07T09:39:42; 2; 1; 75; 20; 1132; 424; 404; 1174; 628; True; False 
2021-05-07T09:39:44; 2; 1; 100; 20; 1750; 1174; 628; 94; 396; True; False 
2021-05-07T09:39:45; 2; 2; 50; 20; 1367; 94; 396; 1358; 393; True; False 
2021-05-07T09:39:46; 2; 2; 100; 20; 1243; 1358; 393; 750; 535; True; False 
2021-05-07T09:39:47; 2; 3; 125; 20; 958; 750; 535; 1549; 407; True; False 
2021-05-07T09:39:49; 2; 3; 100; 20; 1623; 1549; 407; 254; 357; True; False 
2021-05-07T09:39:50; 2; 1; 125; 20; 1275; 254; 357; 1009; 104; True; False 
